target,scope,scope_value,n,markdown_levels,pearson,spearman
observed,store_id,191,194,37,0.17752762976386666,0.09071549599104031
recovered,store_id,191,194,37,0.118087176253016,0.012322358186564577
observed,store_id,194,194,74,-0.13022065816612563,-0.21280524692905076
recovered,store_id,194,194,74,-0.14796056750669107,-0.2249914299933386
observed,store_id,199,97,40,0.24803399827045658,0.21174600696078316
recovered,store_id,199,97,40,0.2633033848492321,0.2573638902381804
observed,store_id,20,388,39,-0.23287619618149683,-0.17751418623417928
recovered,store_id,20,388,39,-0.21661118718683267,-0.14924118307288883
observed,store_id,201,291,48,0.21489412825227971,0.09043415426749114
recovered,store_id,201,291,48,0.17418630372223162,0.0295473634390766
observed,store_id,203,97,9,0.06871226580468583,0.04909612771078888
recovered,store_id,203,97,9,0.1367677460859421,0.13226762393638594
observed,store_id,204,97,17,0.4735782007452565,0.35230915738760793
recovered,store_id,204,97,17,0.3695872476190642,0.29959753449843274
observed,store_id,206,97,51,0.6178665708846859,0.7165469393411285
recovered,store_id,206,97,51,0.5902326433515358,0.7046629859314069
observed,store_id,207,97,29,0.7287230825402269,0.6798924722241028
recovered,store_id,207,97,29,0.7477084578344191,0.6685009296114094
observed,store_id,209,97,31,0.42218833221900975,0.3471208059927278
recovered,store_id,209,97,31,0.49429049629590044,0.40740674087717405
observed,store_id,211,97,10,0.6416851627822397,0.65833992293248
recovered,store_id,211,97,10,0.38473805675661044,0.3782952126437521
observed,store_id,212,97,19,0.6444760081009332,0.5172812096914055
recovered,store_id,212,97,19,0.6872730547979289,0.5426497951222667
observed,store_id,213,194,34,0.14477685159016657,0.23761144112579838
recovered,store_id,213,194,34,0.18002732055696558,0.3661876789941452
observed,store_id,216,97,12,0.7719973087016464,0.7370694351161874
recovered,store_id,216,97,12,0.8195832962857394,0.7931040340243167
observed,store_id,226,97,48,0.0776069625339096,0.0685031313509044
recovered,store_id,226,97,48,0.1203194599446043,0.15370680895665195
observed,store_id,229,194,25,0.41590869934773983,0.5270585473156604
recovered,store_id,229,194,25,0.43079829510170514,0.5221576612945465
observed,store_id,230,194,82,0.10993735356115152,0.46140841847182323
recovered,store_id,230,194,82,0.14223875504075484,0.4851962687007007
observed,store_id,231,194,17,0.2531139481985264,0.3378391719646913
recovered,store_id,231,194,17,0.3126256929943688,0.38467712309687196
observed,store_id,233,97,22,0.15687646765147978,0.1486202356747591
recovered,store_id,233,97,22,0.014773234051497325,0.06433819699130737
observed,store_id,235,194,23,0.16639231404800361,0.15878325377388314
recovered,store_id,235,194,23,0.09494244151823052,0.16135842933083652
observed,store_id,237,97,36,0.6524648692992386,0.5589952745036966
recovered,store_id,237,97,36,0.6139884364875937,0.49434305707602166
observed,store_id,239,97,16,0.5811012586522187,0.6397327602613327
recovered,store_id,239,97,16,0.5553709040251537,0.5023016801278695
observed,store_id,244,194,59,0.6707755186354204,0.6108855722206401
recovered,store_id,244,194,59,0.6482271848064384,0.5915782677252374
observed,store_id,252,97,41,0.33638323899359623,0.39074286962988664
recovered,store_id,252,97,41,0.24806390132268677,0.3605525532057204
observed,store_id,254,97,12,0.21336348257446744,0.0789520818375863
recovered,store_id,254,97,12,0.06555579459572983,-0.0578963177318443
observed,store_id,256,97,21,0.1268136612449574,0.10025608486716338
recovered,store_id,256,97,21,0.04673060362892722,0.000520798979842108
observed,store_id,257,97,39,0.14111988464649086,0.10499264616923525
recovered,store_id,257,97,39,0.11158814289219023,0.15317656599885113
observed,store_id,263,194,16,0.23229021834554664,0.16074692661611828
recovered,store_id,263,194,16,0.16815354662104026,0.08581880271126595
observed,store_id,264,97,34,0.4978388860701671,0.459943082574507
recovered,store_id,264,97,34,0.43591054281060726,0.4262073478729291
observed,store_id,265,97,4,-0.03516824765401287,0.004286142871111033
recovered,store_id,265,97,4,-0.05564147603459498,-0.10175858085967904
observed,store_id,266,97,45,0.3957742395885504,0.4551861020857889
recovered,store_id,266,97,45,0.30035149616006834,0.35675754015868333
observed,store_id,268,97,11,0.28410454372378885,0.2633102775733717
recovered,store_id,268,97,11,0.21120341120437028,0.18958132470728808
observed,store_id,272,97,15,0.41538252537623427,0.4049471561820819
recovered,store_id,272,97,15,0.5339399160187696,0.5185419778622297
observed,store_id,275,97,24,0.30763946479818594,0.23869721117362014
recovered,store_id,275,97,24,0.248581268519177,0.15249420739052924
observed,store_id,282,97,25,0.16898260573224555,0.20940795267862647
recovered,store_id,282,97,25,0.057170931122968026,0.06343458701543155
observed,store_id,284,97,4,-0.08398884793027815,-0.05952306656733981
recovered,store_id,284,97,4,0.05084431425559616,0.06600952044502789
observed,store_id,288,97,23,0.30619431405012243,0.3098896485480224
recovered,store_id,288,97,23,0.5431384198836633,0.5926568425611382
observed,store_id,291,97,42,0.6675198957803364,0.2078715328811104
recovered,store_id,291,97,42,0.6718291308183304,0.17627797724267025
observed,store_id,294,97,11,0.2273799996477635,0.24092632338637932
recovered,store_id,294,97,11,0.2600190341698398,0.3185510693064376
observed,store_id,295,194,28,0.10684050767036872,0.15684720968096189
recovered,store_id,295,194,28,0.06463928243679587,0.11642469332257048
observed,store_id,299,97,36,0.5207000152960685,0.4865469405433582
recovered,store_id,299,97,36,0.4553947408536397,0.36568525193130835
observed,store_id,3,97,17,0.021273837994092076,0.26077572650500425
recovered,store_id,3,97,17,-0.026831950166795456,0.1608998931909198
observed,store_id,304,97,16,0.293996450683462,0.29465621765270295
recovered,store_id,304,97,16,0.30782831407425243,0.3599208905880268
observed,store_id,305,97,5,0.15477216674312191,0.18784806012427024
recovered,store_id,305,97,5,0.0816544631287049,0.15436691750532794
observed,store_id,314,97,18,0.617823888752252,0.5814593597346961
recovered,store_id,314,97,18,0.6136620433940315,0.5689554560878451
observed,store_id,325,194,62,0.15435422364548673,0.18361365896816542
recovered,store_id,325,194,62,0.041699202303801114,0.08532271121127602
observed,store_id,336,97,29,-0.025612723900487876,0.1013647281058439
recovered,store_id,336,97,29,-0.12016624693171402,-0.0030582755413484375
observed,store_id,34,97,5,0.3424272776291101,0.3757872006457517
recovered,store_id,34,97,5,0.3401266248524946,0.359961195071894
observed,store_id,347,97,17,0.24653737106108936,0.46056376482502
recovered,store_id,347,97,17,0.2002890201795645,0.4046290625419512
observed,store_id,352,194,36,-0.2513587952164419,-0.11574523790862144
recovered,store_id,352,194,36,-0.31883798258803164,-0.21968422108823438
observed,store_id,353,97,35,0.6542171536669846,0.6444525781523663
recovered,store_id,353,97,35,0.5951817253310466,0.5498298501399321
observed,store_id,358,194,61,0.4754283708165305,0.6052496148326262
recovered,store_id,358,194,61,0.567072440083305,0.6949092782817922
observed,store_id,360,97,18,-0.0008179251254495527,0.09105837987749721
recovered,store_id,360,97,18,-0.08718692687005729,0.13402855470033884
observed,store_id,363,97,21,0.21949532127189614,0.3398030138411436
recovered,store_id,363,97,21,0.20004084556599602,0.3399502060879408
observed,store_id,364,97,32,0.026181314129753018,0.1085682443781604
recovered,store_id,364,97,32,-0.008165019581030771,0.09833715541616264
observed,store_id,368,97,36,0.12322275488481846,0.03186576669519181
recovered,store_id,368,97,36,0.11067909759626424,0.004576118416309393
observed,store_id,370,291,72,-0.07040491340475126,0.01138740542272376
recovered,store_id,370,291,72,-0.08004953819915746,0.04505318837803971
observed,store_id,380,97,11,0.33140952934613854,0.3608637932599338
recovered,store_id,380,97,11,0.22213090588101359,0.2713638256893046
observed,store_id,385,194,50,0.3950339447310347,0.4506296499375101
recovered,store_id,385,194,50,0.5283029325559309,0.5946713321286647
observed,store_id,386,97,8,0.05182130776322118,0.22788626047708369
recovered,store_id,386,97,8,0.0401251475383485,0.26149641662246165
observed,store_id,388,97,21,0.19675914255389138,0.15563901439290861
recovered,store_id,388,97,21,0.17775549198639168,0.11275385809572765
observed,store_id,396,97,32,0.3437831255782668,0.3664920850773985
recovered,store_id,396,97,32,0.3802153249212852,0.3750438544918295
observed,store_id,400,97,14,0.25877384498426187,0.3273025640808329
recovered,store_id,400,97,14,0.021153473744956856,0.0339318960772101
observed,store_id,402,97,12,0.548119732660046,0.5516055489729671
recovered,store_id,402,97,12,0.3385669763170337,0.364054368222216
observed,store_id,409,194,13,0.2670658702375192,0.23157581912606062
recovered,store_id,409,194,13,0.31570121679015223,0.20374942478278887
observed,store_id,413,97,8,0.5551398325972096,0.5682552587027403
recovered,store_id,413,97,8,0.5238468752911951,0.5612579360947312
observed,store_id,417,97,15,-0.26032022767718427,0.3594742529561266
recovered,store_id,417,97,15,-0.27285347325076176,0.3586312359649187
observed,store_id,418,97,30,0.36389105934592286,0.44428558611187213
recovered,store_id,418,97,30,0.4078150343369539,0.5449251374180033
observed,store_id,426,97,30,0.3544150781494103,0.3828289209077177
recovered,store_id,426,97,30,0.42199526517563285,0.44479090296153045
observed,store_id,428,97,17,0.38308507336803055,0.3706267374564938
recovered,store_id,428,97,17,0.3528057045281263,0.4148481172721421
observed,store_id,429,194,12,0.14741051203964006,0.18267302615278916
recovered,store_id,429,194,12,0.11976241241166662,0.17698798931212145
observed,store_id,431,97,11,0.3767155656467441,0.38477075412814693
recovered,store_id,431,97,11,0.3264581112501418,0.38066008410842034
observed,store_id,435,97,9,0.5595080760393994,0.5561758515235813
recovered,store_id,435,97,9,0.5944659700037993,0.6254149699625488
observed,store_id,439,97,9,0.0829803621885133,0.11238957146520667
recovered,store_id,439,97,9,-0.0015503453444603169,0.06997545797950479
observed,store_id,441,97,46,0.3229061460779305,0.33862479750412317
recovered,store_id,441,97,46,0.28677740133177954,0.29605503957633256
observed,store_id,449,97,31,0.20506283292404268,0.29610962640478933
recovered,store_id,449,97,31,0.09565692942807216,0.2097977405806523
observed,store_id,45,97,20,-0.16386390007324897,0.007940878094871557
recovered,store_id,45,97,20,-0.08664584793943966,0.07940986384019531
observed,store_id,450,194,22,-0.12885017877584118,0.00859061268024797
recovered,store_id,450,194,22,-0.14671081072901898,-0.008985131770762982
observed,store_id,452,97,9,0.3987336884494479,0.3112087667941763
recovered,store_id,452,97,9,0.41942484442359906,0.3534776674564983
observed,store_id,46,97,4,0.037486888674811834,0.0926420502971418
recovered,store_id,46,97,4,0.027550373668178828,0.05342936703948429
observed,store_id,468,194,65,0.507984749312482,0.3648998262865159
recovered,store_id,468,194,65,0.30387981503361944,0.12069553580263379
observed,store_id,469,97,13,0.3748368545620509,0.36412814648858316
recovered,store_id,469,97,13,0.39563425847276823,0.4557874214524295
observed,store_id,47,97,14,0.21351619581431625,0.3957565415211416
recovered,store_id,47,97,14,0.18116834383918587,0.3139770697447301
observed,store_id,478,97,45,0.5226298498820589,0.45020795338170183
recovered,store_id,478,97,45,0.4578170925941076,0.4034962048026671
observed,store_id,481,194,60,0.47825272069042524,0.49436631051873603
recovered,store_id,481,194,60,0.49782801319621073,0.5021294489896341
observed,store_id,483,97,6,0.15645587335420433,0.13246046122652747
recovered,store_id,483,97,6,0.197975514986788,0.17191908030783967
observed,store_id,484,97,55,-0.043431198487248725,0.09787533165424502
recovered,store_id,484,97,55,-0.058412484334479896,0.1262666608703237
observed,store_id,485,97,36,0.23765550906635,0.14667040114369595
recovered,store_id,485,97,36,0.3044090430662672,0.14996007569123276
observed,store_id,486,97,8,-0.13061404714206715,-0.06556835511863494
recovered,store_id,486,97,8,-0.18602153087945655,-0.119998529645479
observed,store_id,488,97,6,0.47280628460489715,0.2928934341844215
recovered,store_id,488,97,6,0.4601742801193193,0.2591241511948384
observed,store_id,489,194,51,0.43203541366226844,0.36347928443685096
recovered,store_id,489,194,51,0.4222992124452205,0.3703556561221656
observed,store_id,49,97,28,-0.24112270275032838,-0.13334235759207153
recovered,store_id,49,97,28,-0.3090507386624814,-0.17783185906124516
observed,store_id,490,97,9,0.1498627669003665,0.1687023420407129
recovered,store_id,490,97,9,0.09566444733399974,0.149503975354894
observed,store_id,493,194,66,0.532069895717883,0.5179583207886126
recovered,store_id,493,194,66,0.5879775900292568,0.5796932469668968
observed,store_id,494,97,3,0.7450525622725411,0.6319343688590159
recovered,store_id,494,97,3,0.6689248343279444,0.5761963671912055
observed,store_id,498,194,36,0.09952844656762323,0.24620569626276645
recovered,store_id,498,194,36,0.06828621804518768,0.18805639990573772
observed,store_id,500,97,30,0.27321520355257234,0.3309904623846658
recovered,store_id,500,97,30,0.47969510011757466,0.5188032032847518
observed,store_id,501,97,16,0.2980212731743448,0.3466733449085282
recovered,store_id,501,97,16,0.253948350989357,0.3201258662103524
observed,store_id,503,97,5,0.24060115172538918,0.18060857574280953
recovered,store_id,503,97,5,0.1922302764551022,0.16230514189904313
observed,store_id,507,97,15,0.45564013925814945,0.2667422948980798
recovered,store_id,507,97,15,0.419795568915579,0.2934445271131039
observed,store_id,510,194,40,-0.17294426117925807,-0.1392451065840029
recovered,store_id,510,194,40,-0.20988239990936566,-0.19653017267118134
observed,store_id,513,97,31,0.5405635622674909,0.574926623570979
recovered,store_id,513,97,31,0.5315644098787617,0.5483953495096738
observed,store_id,516,97,26,-0.07557172399065855,0.030629640874506415
recovered,store_id,516,97,26,-0.05177218042527556,0.028069946600165208
observed,store_id,52,97,13,-0.041540056757621666,0.08152049349679984
recovered,store_id,52,97,13,-0.043712732525039,-0.013061529668354128
observed,store_id,53,194,34,0.030765585802694905,0.07018932090465366
recovered,store_id,53,194,34,0.13368333292573,0.1695499427006582
observed,store_id,530,291,60,0.2732863347156043,0.2675871113448069
recovered,store_id,530,291,60,0.37574665329939905,0.3892237931730803
observed,store_id,532,97,15,-0.06357859571381229,-0.2498349113472848
recovered,store_id,532,97,15,-0.12367030491780989,-0.33575291608654123
observed,store_id,535,97,27,0.4412153944021998,0.4332874895971052
recovered,store_id,535,97,27,0.400664917491913,0.3931029699920466
observed,store_id,54,97,17,0.11012187690953636,0.14863241063778346
recovered,store_id,54,97,17,0.14104530926892148,0.15824987406386262
observed,store_id,542,97,15,0.1694249222813437,0.20525534844860405
recovered,store_id,542,97,15,0.26883884140779607,0.38838645366237
observed,store_id,548,97,36,0.47349236141946144,0.5395354968698013
recovered,store_id,548,97,36,0.4357122115324743,0.49926794973040073
observed,store_id,554,97,28,0.24921684378922898,0.27563281364907816
recovered,store_id,554,97,28,0.04978646709891172,-0.03054829443995433
observed,store_id,555,97,18,0.3934641693445525,0.38034073572674754
recovered,store_id,555,97,18,0.21622936742928853,0.2567995012471476
observed,store_id,558,97,31,-0.04535052996776966,0.16236532478345475
recovered,store_id,558,97,31,-0.1007422747435304,0.12229104682310143
observed,store_id,56,97,10,-0.020651426960190483,0.005943857440113985
recovered,store_id,56,97,10,-0.02943382371160355,-0.07956098545179621
observed,store_id,562,97,27,0.027019520602328685,0.2599496947791909
recovered,store_id,562,97,27,-0.12078150820138199,0.1657015057245668
observed,store_id,563,194,15,-0.2683417560086231,-0.3739715378489289
recovered,store_id,563,194,15,-0.3338810053698629,-0.43565332744063046
observed,store_id,564,97,29,-0.13941505584092284,-0.11116867146250736
recovered,store_id,564,97,29,-0.10837779473041184,-0.09719954925322018
observed,store_id,565,291,50,0.364892565205487,0.3269249421761433
recovered,store_id,565,291,50,0.35480233615473367,0.3258812967104605
observed,store_id,567,97,36,0.3722334018577684,0.24412223299672495
recovered,store_id,567,97,36,0.33077826303159447,0.2958486163784408
observed,store_id,569,97,20,0.3284679081652742,0.23877471443084602
recovered,store_id,569,97,20,0.24328899076233293,0.22918921951020724
observed,store_id,57,97,55,-0.037068239544483794,-0.030735126262064736
recovered,store_id,57,97,55,-0.1582488653791249,-0.1272385693075985
observed,store_id,572,97,8,0.07212593204971693,0.046042559548129566
recovered,store_id,572,97,8,0.07261476402268692,0.07270805592387086
observed,store_id,574,97,11,0.09253639104334105,0.14765258692738165
recovered,store_id,574,97,11,0.05310105267339203,0.13149194778682527
observed,store_id,577,97,16,0.30925440760890377,0.4300139623979225
recovered,store_id,577,97,16,0.3028497195593194,0.438119365120158
observed,store_id,58,97,41,0.3269227567650312,0.1325416429200911
recovered,store_id,58,97,41,0.06047611665261265,-0.07858640322139082
observed,store_id,585,194,45,0.5332027237753251,0.4746222735632993
recovered,store_id,585,194,45,0.6501995283086138,0.5697866091944688
observed,store_id,586,97,3,0.12867781246553453,0.17654278357150316
recovered,store_id,586,97,3,-0.08382237131489517,-0.06313301912531517
observed,store_id,592,97,9,-0.21126935010957748,-0.12059985184588443
recovered,store_id,592,97,9,-0.3980171577693036,-0.24461826085919902
observed,store_id,594,97,4,0.14248638013282897,0.033792155878142154
recovered,store_id,594,97,4,0.06844399610681118,0.03335008453208319
observed,store_id,595,194,31,0.5956652194052591,0.2988971317220264
recovered,store_id,595,194,31,0.6161633362421697,0.3359941480658063
observed,store_id,598,194,35,0.13201464765301205,0.1354993282073832
recovered,store_id,598,194,35,0.21026351030299006,0.15946042556309248
observed,store_id,599,97,31,0.23916362900302057,0.30211759988646064
recovered,store_id,599,97,31,0.4367709595319775,0.4386888354087152
observed,store_id,60,194,17,0.5365398100284805,0.47027043918159284
recovered,store_id,60,194,17,0.5522123352087148,0.42677435283071974
observed,store_id,602,194,20,0.3085135936519294,0.23253194274378933
recovered,store_id,602,194,20,0.2184930175129597,0.13682101987051307
observed,store_id,613,97,20,0.6203840242226815,0.7129906133497015
recovered,store_id,613,97,20,0.6669653090850897,0.7098562217577203
observed,store_id,621,97,36,0.33641505297145013,0.3237935907125436
recovered,store_id,621,97,36,0.2608028862681338,0.40237406352734145
observed,store_id,624,97,4,0.23335147471443815,0.18695175264570865
recovered,store_id,624,97,4,0.2703196270534581,0.3178903114518768
observed,store_id,628,194,50,0.2912553291674528,0.3488321487874919
recovered,store_id,628,194,50,0.24336632468345767,0.3374445216088867
observed,store_id,631,97,44,0.1478032537102734,0.12265661168952825
recovered,store_id,631,97,44,0.027873137532685416,0.08033353601760522
observed,store_id,632,97,6,0.04172269070962659,0.005573598574742145
recovered,store_id,632,97,6,0.05375334153936067,0.07319295462927322
observed,store_id,633,194,23,-0.02051790696444238,0.14007894574671798
recovered,store_id,633,194,23,-0.015168377794718753,0.054833604226663245
observed,store_id,634,97,15,0.451841180844502,0.4967655805428024
recovered,store_id,634,97,15,0.4560526695687462,0.49632032707772367
observed,store_id,64,97,5,-0.006578224533917532,0.05242931061930447
recovered,store_id,64,97,5,-0.16558199656624062,-0.06854381987595978
observed,store_id,656,97,10,-0.059628672495598604,0.01801332847329585
recovered,store_id,656,97,10,-0.11480152710295388,-0.0512373334285256
observed,store_id,658,194,4,-0.46310939302369636,-0.452044401412729
recovered,store_id,658,194,4,-0.4374726749939044,-0.38475216746953617
observed,store_id,666,194,43,0.7048413800420334,0.6597346535000131
recovered,store_id,666,194,43,0.7310966030761579,0.6758533624265456
observed,store_id,668,97,21,-0.007032651765195025,0.05652456767091561
recovered,store_id,668,97,21,-0.07066780669919259,-0.06716125996520152
observed,store_id,671,194,19,-0.11993895691278819,0.12641902189297452
recovered,store_id,671,194,19,-0.12623674611037108,0.12963258742366127
observed,store_id,678,97,21,0.6170052634904982,0.4203393234367816
recovered,store_id,678,97,21,0.5362557833125362,0.3670563316874578
observed,store_id,681,97,12,0.4198809107606566,0.4001470883006012
recovered,store_id,681,97,12,0.5576919069686337,0.619416526230786
observed,store_id,709,97,20,0.007884800489212257,0.2896084426943984
recovered,store_id,709,97,20,0.0023522361565907037,0.28729305721496395
observed,store_id,714,291,61,0.5494383938010496,0.4660710310245573
recovered,store_id,714,291,61,0.5077189857598917,0.40660065649721405
observed,store_id,72,97,15,0.4673593068240168,0.39118199910726403
recovered,store_id,72,97,15,0.3749501802695609,0.2775183092853709
observed,store_id,722,194,28,0.629715757421035,0.6697261022775366
recovered,store_id,722,194,28,0.6528265465636993,0.6938210591121062
observed,store_id,728,97,23,0.6507556006759142,0.7164113615762168
recovered,store_id,728,97,23,0.6945987962095629,0.41554750881844976
observed,store_id,73,97,25,0.03847789940673074,0.05142446740816072
recovered,store_id,73,97,25,0.09933833491887167,0.2005846257430663
observed,store_id,731,97,27,-0.17272456247034415,-0.1120301946724101
recovered,store_id,731,97,27,-0.22637900190879398,-0.1328814121741931
observed,store_id,74,194,19,0.641306195553333,0.6711449599895994
recovered,store_id,74,194,19,0.6664920440872115,0.6964029509087449
observed,store_id,750,97,20,0.17603861513974697,0.21321941574071815
recovered,store_id,750,97,20,0.18506366826658827,0.22765609078499094
observed,store_id,753,97,18,0.4300773148033274,0.4225857309021006
recovered,store_id,753,97,18,0.527646546383746,0.4135012343988734
observed,store_id,754,97,10,0.2845509625476978,0.35233936388113646
recovered,store_id,754,97,10,0.4212141785398437,0.4217773055267587
observed,store_id,758,97,34,0.2224031011744784,0.2513149532518065
recovered,store_id,758,97,34,0.27817783315035827,0.31563022286765674
observed,store_id,765,97,35,0.29698415793717553,0.24272905772740966
recovered,store_id,765,97,35,0.3033213338582073,0.2244264390684991
observed,store_id,77,97,31,0.3254428959024274,0.16666855135414255
recovered,store_id,77,97,31,0.3138881266985185,0.13200728895519298
observed,store_id,78,194,4,-0.07194555269892504,-0.09275516505025061
recovered,store_id,78,194,4,-0.06499569538692347,-0.04152935133701021
observed,store_id,780,291,54,0.46778430301721285,0.4869506519022485
recovered,store_id,780,291,54,0.45490523893895146,0.49013343487718714
observed,store_id,781,97,3,0.2829214714736826,0.23591937768202398
recovered,store_id,781,97,3,0.2398549030739072,0.23485672852927536
observed,store_id,787,97,5,0.08235215818028305,0.1437426653574626
recovered,store_id,787,97,5,0.04203103139202003,0.10585493433079847
observed,store_id,799,97,11,-0.029037785494343295,-0.03604328925445042
recovered,store_id,799,97,11,-0.1475873405118321,-0.11858319730737439
observed,store_id,802,97,4,-0.0549017676697266,0.003047074945413149
recovered,store_id,802,97,4,-0.04949241159687495,-0.10038092444486521
observed,store_id,806,97,12,0.24001630650554825,0.3004846158253264
recovered,store_id,806,97,12,0.17921171778048242,0.24942468404456117
observed,store_id,81,194,37,0.5712246593564293,0.6130209700398357
recovered,store_id,81,194,37,0.5906533251780637,0.5810478207006654
observed,store_id,818,97,10,0.4062065273107181,0.4434703106342238
recovered,store_id,818,97,10,0.5058139479319887,0.5761767541978177
observed,store_id,82,194,13,-0.32427384939515264,-0.3713648116202787
recovered,store_id,82,194,13,-0.3877037451186166,-0.43882710186454876
observed,store_id,822,194,75,0.7174228341879374,0.3515134588574608
recovered,store_id,822,194,75,0.6551274090980952,0.26594461956967524
observed,store_id,827,97,4,-0.01853010641303968,0.043523666910883024
recovered,store_id,827,97,4,-0.01645367717316314,-0.012650073848626165
observed,store_id,835,97,23,-0.08212212099659078,-0.056106309797016966
recovered,store_id,835,97,23,-0.11670396258396647,-0.12595534716890602
observed,store_id,840,97,3,0.0559312532691954,0.11278114745735143
recovered,store_id,840,97,3,0.0214634613045882,0.03386993041271532
observed,store_id,843,194,49,0.30469791112114875,0.20369963666704338
recovered,store_id,843,194,49,0.23398574229114033,0.12314847100853012
observed,store_id,847,97,11,0.16398123213361154,0.09684672966126409
recovered,store_id,847,97,11,0.04119866388498059,-0.037050753735954615
observed,store_id,850,97,15,-0.10662375715589856,-0.09117847682828793
recovered,store_id,850,97,15,-0.09100329496770684,-0.08443913880235501
observed,store_id,856,97,7,0.0949539429304377,0.037706784769827396
recovered,store_id,856,97,7,0.06168561606255394,-0.02284946263147926
observed,store_id,860,97,13,0.4898983866884258,0.4376484716161871
recovered,store_id,860,97,13,0.40298472588566137,0.3383282939276907
observed,store_id,862,97,26,0.4250705706222386,0.38808336840397095
recovered,store_id,862,97,26,0.23765803925885834,0.19331016410067384
observed,store_id,865,97,62,0.37947800608903465,0.40740547717622944
recovered,store_id,865,97,62,0.36391648635987905,0.3951374525542698
observed,store_id,867,97,21,0.4885509345205445,0.5396194165600893
recovered,store_id,867,97,21,0.459916234186125,0.4718730501359828
observed,store_id,876,97,36,0.05228019326656249,0.2299101251141116
recovered,store_id,876,97,36,0.050309470131074056,0.17076257969613762
observed,store_id,877,194,40,0.756919970237746,0.7087744907272083
recovered,store_id,877,194,40,0.7597818475901139,0.7022390682127644
observed,store_id,885,194,36,0.12422860114481538,0.14755764412096026
recovered,store_id,885,194,36,0.1012611966502707,0.09651070431068379
observed,store_id,890,97,16,0.34424721723530105,0.32887556042344734
recovered,store_id,890,97,16,0.37125231739293163,0.35343910980428755
observed,store_id,894,194,34,0.25861523040238055,0.34986484606534207
recovered,store_id,894,194,34,0.24917970127534766,0.3309009654832257
observed,store_id,95,194,9,-0.1739164949995644,-0.08726925948614739
recovered,store_id,95,194,9,-0.2066785905092912,-0.14165156328228365
observed,store_id,96,97,8,0.3762698113074758,0.42230289327790044
recovered,store_id,96,97,8,0.32337646986454993,0.3270224476766268
