store_id,sku_id,category,n_observations,sales_mean,sales_std,sales_total,inventory_mean,stockout_rate,promotion_rate,markdown_mean,markdown_median,markdown_levels,start_time,end_time,interval_ok,complete_sequence,stockout_group,promotion_group,sales_group,markdown_group
201,41,unknown,97,1.0976288659793814,0.7188992934744585,106.47,3.752577319587629,0.5876288659793815,0.5876288659793815,0.14147422729079256,0.16700000000000004,17,2024-03-28,2024-07-02,True,True,medium,high,high,moderate_deep_markdown
201,93,unknown,97,0.6597938144329897,0.2182600674531957,64.0,2.7422680412371134,0.5051546391752577,0.6907216494845361,0.10360824742268042,0.15000000000000002,2,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
203,853,unknown,97,0.5150515463917525,0.2064790329919532,49.96,2.1752577319587627,0.7319587628865979,0.8041237113402062,0.13269072160524195,0.16700000000000004,9,2024-03-28,2024-07-02,True,True,high,high,low,moderate_deep_markdown
204,250,unknown,97,0.4947422680412371,0.25444421778778104,47.99,3.731958762886598,0.5360824742268041,0.2268041237113402,0.02685567010309279,0.0,17,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
206,104,unknown,97,2.118556701030928,1.1329653106732807,205.5,2.3195876288659796,0.6082474226804123,0.8144329896907216,0.2585360824742268,0.267,51,2024-03-28,2024-07-02,True,True,medium,high,high,moderate_deep_markdown
207,122,unknown,97,0.8370103092783505,0.6433492522023154,81.19,2.329896907216495,0.6288659793814433,0.4329896907216495,0.04306185567010309,0.0,29,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
209,486,unknown,97,2.1649484536082473,0.7819635057971859,210.0,2.422680412371134,0.5567010309278351,0.7010309278350515,0.23327835051546392,0.32499999999999996,31,2024-03-28,2024-07-02,True,True,medium,high,high,moderate_deep_markdown
211,627,unknown,97,0.5134020618556702,0.3644713254551555,49.800000000000004,2.329896907216495,0.6288659793814433,0.4845360824742268,0.1345876298933914,0.07300001382827759,10,2024-03-28,2024-07-02,True,True,medium,medium,low,moderate_deep_markdown
212,608,unknown,97,0.43742268041237115,0.45678969985859724,42.43,2.0618556701030926,0.7216494845360825,0.17525773195876287,0.058597938547429354,0.0,19,2024-03-28,2024-07-02,True,True,high,medium,low,mild_markdown
213,127,unknown,97,0.5536082474226804,0.2772866505945394,53.7,2.216494845360825,0.6185567010309279,0.0,0.0215257731958763,0.0,16,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,medium,mild_markdown
213,253,unknown,97,0.5257731958762887,0.2372930460226798,51.0,2.2783505154639174,0.7628865979381443,0.5463917525773195,0.08949484484957665,0.119,22,2024-03-28,2024-07-02,True,True,high,high,low,mild_markdown
214,222,unknown,97,0.7422680412371134,0.3131942460180767,72.0,2.443298969072165,0.5257731958762887,0.17525773195876287,0.00044329896907216535,0.0,2,2024-03-28,2024-07-02,True,True,low,medium,medium,no_markdown
216,118,unknown,97,1.6564948453608248,0.7943079288982658,160.68,1.9690721649484537,0.6288659793814433,0.422680412371134,0.12168041237113403,0.008000000000000007,12,2024-03-28,2024-07-02,True,True,medium,medium,high,moderate_deep_markdown
226,11,unknown,97,0.647422680412371,0.2719883512767423,62.8,2.1443298969072164,0.6804123711340206,0.3402061855670103,0.08971134020618558,0.09699999999999998,48,2024-03-28,2024-07-02,True,True,high,medium,medium,mild_markdown
229,109,unknown,97,0.44577319587628866,0.23036580987071043,43.24,4.030927835051546,0.4742268041237113,0.15463917525773196,0.046432989690721654,0.0,20,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
229,176,unknown,97,0.4956701030927835,0.3073133146606206,48.08,2.3195876288659796,0.6804123711340206,0.18556701030927836,0.03322680434492444,0.0,7,2024-03-28,2024-07-02,True,True,high,medium,low,mild_markdown
230,4,unknown,97,3.3381443298969073,2.4598629407520294,323.8,3.7422680412371134,0.30927835051546393,0.30927835051546393,0.11783505154639175,0.11499999999999999,64,2024-03-28,2024-07-02,True,True,low,medium,high,moderate_deep_markdown
230,768,unknown,97,0.4742268041237113,0.7301938028295788,46.0,6.247422680412371,0.5154639175257731,0.041237113402061855,0.16014380594627145,0.0,20,2024-03-28,2024-07-02,True,True,low,none_or_very_low,low,moderate_deep_markdown
231,212,unknown,97,0.4408247422680412,0.21408560448593913,42.76,2.8247422680412373,0.5154639175257731,0.26804123711340205,0.0707835050219113,0.0,5,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
231,740,unknown,97,0.5793814432989691,0.30887502338118644,56.2,5.402061855670103,0.28865979381443296,0.1134020618556701,0.017618556701030925,0.0,13,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
232,70,unknown,97,3.743298969072165,1.2636675473015413,363.1,3.082474226804124,0.38144329896907214,0.10309278350515463,0.0,0.0,1,2024-03-28,2024-07-02,True,True,low,medium,high,no_markdown
233,41,unknown,97,1.160618556701031,0.7670965476405573,112.58,2.8556701030927836,0.7010309278350515,0.5876288659793815,0.14184536189148106,0.16700000000000004,22,2024-03-28,2024-07-02,True,True,high,high,high,moderate_deep_markdown
235,470,unknown,97,0.5961855670103092,0.2375721087856322,57.83,3.1030927835051547,0.5567010309278351,0.08247422680412371,0.000567010309278351,0.0,4,2024-03-28,2024-07-02,True,True,medium,medium,medium,no_markdown
235,650,unknown,97,0.7494845360824742,0.5033478981074717,72.7,5.206185567010309,0.5051546391752577,0.8350515463917526,0.10448453584651357,0.122,20,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
237,596,unknown,97,1.4092783505154638,0.815613582196813,136.7,4.731958762886598,0.26804123711340205,0.30927835051546393,0.08675257731958762,0.08599999999999997,36,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
239,644,unknown,97,0.631958762886598,0.42660149040424167,61.300000000000004,2.5463917525773194,0.5360824742268041,0.6597938144329897,0.24382367017588663,0.377,16,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
244,104,unknown,97,1.6855670103092784,0.9540472658977703,163.5,3.268041237113402,0.4639175257731959,0.8144329896907216,0.2587113402061856,0.267,47,2024-03-28,2024-07-02,True,True,low,high,high,moderate_deep_markdown
244,116,unknown,97,0.6241237113402062,0.30161976814539604,60.54,2.051546391752577,0.7319587628865979,0.21649484536082475,0.044742268355851336,0.0,17,2024-03-28,2024-07-02,True,True,high,medium,medium,mild_markdown
252,476,unknown,97,0.43,0.24869660230891774,41.71,3.484536082474227,0.5051546391752577,0.422680412371134,0.06051546440419463,0.03300000000000003,41,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
254,769,unknown,97,0.8739175257731958,0.3553887446076683,84.77,2.443298969072165,0.6082474226804123,1.0,0.2755154639175258,0.276,12,2024-03-28,2024-07-02,True,True,medium,high,medium,moderate_deep_markdown
256,108,unknown,97,0.6237113402061856,0.3415355020212299,60.5,3.2371134020618557,0.6391752577319587,0.422680412371134,0.11992459074000722,0.040000000000000036,21,2024-03-28,2024-07-02,True,True,high,medium,medium,moderate_deep_markdown
257,578,unknown,97,0.6010309278350515,0.28595412123306047,58.3,2.948453608247423,0.6288659793814433,0.7525773195876289,0.07528865978889858,0.08699999999999997,39,2024-03-28,2024-07-02,True,True,medium,high,medium,mild_markdown
263,133,unknown,97,0.47113402061855675,0.2768719480217788,45.7,4.319587628865979,0.4845360824742268,0.14432989690721648,0.05262886597938143,0.0,8,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
263,212,unknown,97,0.5936082474226804,0.2447668344866291,57.58,2.556701030927835,0.6288659793814433,0.26804123711340205,0.0695979379870228,0.0,9,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
264,476,unknown,97,0.5152577319587629,0.3275480015188141,49.98,2.597938144329897,0.5979381443298969,0.3711340206185567,0.054381443185904585,0.0,34,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
265,481,unknown,97,0.49835051546391756,0.3062259528394677,48.34,2.7422680412371134,0.5360824742268041,0.0,0.0017525773195876293,0.0,4,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,low,mild_markdown
266,476,unknown,97,0.7008247422680413,0.4408979239931202,67.98,3.2371134020618557,0.5463917525773195,0.41237113402061853,0.062443299509815337,0.030000000000000027,45,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
268,596,unknown,97,0.702061855670103,0.26808712103969856,68.1,3.2783505154639174,0.3711340206185567,0.13402061855670103,0.02795876288659794,0.0,11,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
272,145,unknown,97,0.4072164948453608,0.16181098971254265,39.5,3.1443298969072164,0.4639175257731959,0.4639175257731959,0.06255670103092784,0.07699999999999996,15,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
275,554,unknown,97,0.5180412371134021,0.3229281369207711,50.25,2.618556701030928,0.6082474226804123,0.3917525773195876,0.09111732711005457,0.03500000000000003,24,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
282,108,unknown,97,0.6445360824742269,0.37929490675285876,62.52,3.577319587628866,0.5463917525773195,0.422680412371134,0.11989366274764857,0.027000000000000024,25,2024-03-28,2024-07-02,True,True,medium,medium,medium,moderate_deep_markdown
284,190,unknown,97,1.4783505154639176,0.5890010618488786,143.4,2.804123711340206,0.5154639175257731,0.0,0.000371134020618557,0.0,4,2024-03-28,2024-07-02,True,True,low,none_or_very_low,high,no_markdown
288,214,unknown,97,0.554020618556701,0.27573258404436,53.74,2.1237113402061856,0.7319587628865979,0.5051546391752577,0.056711340363492665,0.09199999999999997,23,2024-03-28,2024-07-02,True,True,high,high,medium,mild_markdown
291,426,unknown,97,0.8948453608247422,0.45031728028242735,86.8,2.3917525773195876,0.7010309278350515,0.13402061855670103,0.05587628878514793,0.030000000000000027,42,2024-03-28,2024-07-02,True,True,high,medium,high,mild_markdown
294,76,unknown,97,1.2381443298969073,0.5156798302098148,120.1,3.0721649484536084,0.6082474226804123,0.6288659793814433,0.07628865933172482,0.118,11,2024-03-28,2024-07-02,True,True,medium,high,high,mild_markdown
295,291,unknown,97,0.852680412371134,0.36149433912095336,82.71,3.2577319587628866,0.3917525773195876,0.4845360824742268,0.06760824742268041,0.07699999999999996,7,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
295,772,unknown,97,0.5464948453608247,0.3095226204614447,53.01,3.845360824742268,0.4742268041237113,0.13402061855670103,0.03240206136408541,0.0,22,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
299,635,unknown,97,0.41350515463917525,0.21551798666774796,40.11,2.752577319587629,0.5773195876288659,0.38144329896907214,0.1288812593971331,0.11599999999999999,36,2024-03-28,2024-07-02,True,True,medium,medium,low,moderate_deep_markdown
3,351,unknown,97,0.5409278350515464,0.3955878602215179,52.47,4.072164948453608,0.5051546391752577,0.21649484536082475,0.023721649794234446,0.0,17,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
304,769,unknown,97,0.48371134020618556,0.2240364534494929,46.92,2.195876288659794,0.711340206185567,1.0,0.20545360828183362,0.18899999999999995,16,2024-03-28,2024-07-02,True,True,high,high,low,moderate_deep_markdown
305,7,unknown,97,0.42371134020618556,0.17664299912788353,41.1,3.4123711340206184,0.5567010309278351,0.061855670103092786,0.009999999999999998,0.0,5,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
314,691,unknown,97,3.5628865979381446,1.3389454485113825,345.6,2.216494845360825,0.5463917525773195,0.21649484536082475,0.042412371134020625,0.0,18,2024-03-28,2024-07-02,True,True,medium,medium,high,mild_markdown
325,554,unknown,97,0.49917525773195875,0.32860713024538885,48.42,5.793814432989691,0.41237113402061853,0.38144329896907214,0.08572680168545124,0.010000000000000009,23,2024-03-28,2024-07-02,True,True,low,medium,low,mild_markdown
325,758,unknown,97,0.5724742268041237,0.4457929053192634,55.53,2.0618556701030926,0.6907216494845361,0.38144329896907214,0.06313678632323275,0.04800000000000004,44,2024-03-28,2024-07-02,True,True,high,medium,medium,mild_markdown
336,386,unknown,97,1.0731958762886598,0.40247035706515233,104.1,2.2061855670103094,0.6494845360824743,0.09278350515463918,0.017298969081996643,0.0,29,2024-03-28,2024-07-02,True,True,high,medium,high,mild_markdown
34,345,unknown,97,0.5502061855670103,0.2463228715419531,53.37,3.5876288659793816,0.5257731958762887,0.6288659793814433,0.1025979381443299,0.134,5,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
347,620,unknown,97,0.914639175257732,0.454372419423369,88.72,3.649484536082474,0.5257731958762887,0.05154639175257732,0.012298969072164954,0.0,17,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
352,132,unknown,97,1.2024742268041237,0.6877272820188172,116.64,2.2577319587628866,0.7628865979381443,0.0,0.007587628865979387,0.0,20,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,mild_markdown
352,403,unknown,97,0.5216494845360825,0.2632476670218369,50.6,2.3711340206185567,0.6288659793814433,0.13402061855670103,0.04943298998567245,0.07799999999999996,18,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
353,596,unknown,97,1.0804123711340206,0.5457485637593201,104.8,3.0309278350515463,0.41237113402061853,0.30927835051546393,0.08209278350515464,0.07099999999999995,35,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
358,11,unknown,97,0.6793814432989691,0.24788192095309255,65.9,3.3402061855670104,0.5463917525773195,0.29896907216494845,0.08049484536082475,0.05400000000000005,44,2024-03-28,2024-07-02,True,True,medium,medium,medium,mild_markdown
358,768,unknown,97,0.5474226804123712,0.8936224015564816,53.1,8.443298969072165,0.41237113402061853,0.041237113402061855,0.18021579624451312,0.10099999999999998,18,2024-03-28,2024-07-02,True,True,low,none_or_very_low,medium,moderate_deep_markdown
360,80,unknown,97,0.5376288659793814,0.22640659035919333,52.15,2.3402061855670104,0.5876288659793815,0.17525773195876287,0.019927834928650214,0.0,18,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
363,6,unknown,97,0.5491752577319587,0.32129837542090056,53.27,3.4329896907216493,0.5051546391752577,0.711340206185567,0.2163814433776226,0.248,21,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
364,804,unknown,97,0.9528865979381445,0.3536180813005473,92.43,3.0618556701030926,0.422680412371134,0.061855670103092786,0.01772164948453609,0.0,32,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
368,540,unknown,97,6.855670103092783,2.2287407259184944,665.0,2.134020618556701,0.6494845360824743,0.0,0.07902061855670099,0.07299999999999995,36,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,mild_markdown
370,127,unknown,97,0.5721649484536082,0.38749792151088724,55.5,2.11340206185567,0.6597938144329897,0.0,0.019391752577319597,0.0,13,2024-03-28,2024-07-02,True,True,high,none_or_very_low,medium,mild_markdown
370,223,unknown,97,0.49278350515463915,0.22695788094949668,47.8,1.8865979381443299,0.6391752577319587,0.845360824742268,0.1445257730828118,0.14900000000000002,19,2024-03-28,2024-07-02,True,True,high,high,low,moderate_deep_markdown
370,580,unknown,97,1.481443298969072,0.6850075876871754,143.7,4.154639175257732,0.29896907216494845,0.32989690721649484,0.04495876288659793,0.02300000000000002,48,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
378,18,unknown,97,0.4474226804123711,0.29101932335082825,43.4,2.814432989690722,0.5051546391752577,0.0,0.0003711341582622725,0.0,2,2024-03-28,2024-07-02,True,True,low,none_or_very_low,low,no_markdown
380,521,unknown,97,1.2084536082474227,0.40307241958431395,117.22,3.9072164948453607,0.35051546391752575,0.7010309278350515,0.11025773195876289,0.132,11,2024-03-28,2024-07-02,True,True,low,high,high,moderate_deep_markdown
385,426,unknown,97,0.4072164948453608,0.219016467550774,39.5,2.288659793814433,0.6701030927835051,0.13402061855670103,0.06711075388033366,0.039000000000000035,26,2024-03-28,2024-07-02,True,True,high,medium,low,mild_markdown
385,515,unknown,97,0.6989690721649484,0.3467902960726724,67.8,1.9484536082474226,0.7422680412371134,0.8556701030927835,0.1579713707609275,0.16700000000000004,25,2024-03-28,2024-07-02,True,True,high,high,medium,moderate_deep_markdown
386,76,unknown,97,1.3880412371134019,0.5431747707829592,134.64,2.670103092783505,0.6804123711340206,0.6288659793814433,0.07572164828506942,0.118,8,2024-03-28,2024-07-02,True,True,high,high,high,mild_markdown
388,600,unknown,97,0.7082474226804124,0.5880175208367491,68.7,5.855670103092783,0.2268041237113402,0.061855670103092786,0.03477319581238264,0.0,21,2024-03-28,2024-07-02,True,True,low,medium,medium,mild_markdown
396,320,unknown,97,0.40731958762886594,0.2486945728194087,39.51,2.463917525773196,0.6082474226804123,0.7319587628865979,0.1312744527256366,0.15500000000000003,32,2024-03-28,2024-07-02,True,True,medium,high,low,moderate_deep_markdown
4,295,unknown,97,0.7848453608247422,0.24215229970887234,76.13,3.2371134020618557,0.5051546391752577,0.0,0.0012371134020618556,0.0,2,2024-03-28,2024-07-02,True,True,low,none_or_very_low,medium,mild_markdown
400,531,unknown,97,0.8496907216494846,0.4215360146937017,82.42,4.628865979381444,0.32989690721649484,0.5257731958762887,0.1360103092783505,0.23299999999999998,14,2024-03-28,2024-07-02,True,True,low,high,medium,moderate_deep_markdown
402,12,unknown,97,0.4627835051546392,0.23822145801421676,44.89,2.6597938144329896,0.6185567010309279,0.36082474226804123,0.055618556701030934,0.0,12,2024-03-28,2024-07-02,True,True,medium,medium,low,mild_markdown
409,134,unknown,97,0.48247422680412366,0.4858434052583092,46.8,4.216494845360825,0.6804123711340206,0.030927835051546393,0.13342268041237113,0.20999999999999996,10,2024-03-28,2024-07-02,True,True,high,none_or_very_low,low,moderate_deep_markdown
409,749,unknown,97,0.611340206185567,0.36511307856259684,59.3,3.9896907216494846,0.5979381443298969,0.0,0.000742268041237114,0.0,4,2024-03-28,2024-07-02,True,True,medium,none_or_very_low,medium,no_markdown
413,292,unknown,97,1.401958762886598,0.550595585054754,135.99,2.6597938144329896,0.5154639175257731,0.18556701030927836,0.03017525773195877,0.0,8,2024-03-28,2024-07-02,True,True,low,medium,high,mild_markdown
417,756,unknown,97,9.096907216494845,5.90949894957699,882.4,1.597938144329897,0.7731958762886598,0.041237113402061855,0.011639175238068572,0.0,15,2024-03-28,2024-07-02,True,True,high,none_or_very_low,high,mild_markdown
