file,purpose,data_source,current_status,whether_correct,whether_duplicated,whether_used_in_report,whether_used_in_presentation,whether_understandable_without_reading_source_code,recommendation,notes
archive/intermediate_tables/freshretail_discount_semantics_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/freshretail_file_inventory.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_modeling_subset_series.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_modeling_subset_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_promotion_support.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_schema_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_selected_series.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_stockout_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_subset_representativeness.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_subset_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_temporal_split_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/freshretail_timeseries_quality.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/high_risk_b_distilled_validation_episode_results.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/high_risk_b_distilled_validation_state_actions.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/high_risk_b_expanded_validation_manifest_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/high_risk_b_final_candidate_comparison.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/high_risk_b_planning_training_label_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/high_risk_b_planning_training_labels.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/high_risk_b_planning_training_labels.partial.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/latent_demand_censoring_labels.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/latent_demand_model_selection.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_promotion_stockout_interaction.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_by_markdown.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_by_product.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_by_promotion.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_by_store.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_metadata.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_recovery_robustness.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_validation_by_segment.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_validation_metrics.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/latent_demand_validation_predictions.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/limited_horizon_planning_episode_results.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/perishability_accounting_identity_checks.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_core_scenario_grid.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_economic_scenarios.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_inventory_initialization_scenarios.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_markdown_action_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/perishability_pre_environment_sensitivity.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_pre_environment_validation.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_product_metadata_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_product_scenario_assignment.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_sensitivity_scenario_grid.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_shelf_life_scenarios.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_stress_test_grid.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_sustainability_reward_scenarios.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/perishability_variable_source_registry.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_distillation_leakage_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_distillation_training_metrics.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_expanded_validation_episode_results.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/planning_expanded_validation_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_locked_task_definition.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_pairing_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_ppo_baseline_comparison.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/planning_vs_baseline_by_scenario.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/planning_vs_locked_baseline_summary.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_action_distribution_diagnostics.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_baseline_evaluation.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/ppo_checkpoint_action_diagnostics.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_checkpoint_level_evaluation.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_checkpoint_missing_artifacts.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_checkpoint_model_selection.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_checkpoint_paired_comparisons.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_checkpoint_state_dependence.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_checkpoint_validation_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_environment_compatibility_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_episode_level_evaluation.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/ppo_financial_baseline_value_classification.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_calibration_transmission.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_paired_policy_comparisons.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_paired_validation_episode_level.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/ppo_financial_paired_validation_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_paired_validation_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_profit_comparability_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_profit_waste_tradeoff.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_financial_state_dependent_actions.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_hyperparameter_selection.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_lambda_selection.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_multimetric_checkpoint_selection.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_oracle_pairing_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_oracle_regret_definition_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_pilot_final_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_redesign_duplicate_model_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_redesign_sampling_weights.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_reward_value_diagnostics.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_smoke_final_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_training_curves.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_training_design_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/ppo_training_diagnostics.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_training_redesign_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/ppo_training_state_balance_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_accounting_validation.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_action_effect_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_api_validation.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/pricing_env_artifact_compatibility_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/pricing_env_calibration_transmission.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/pricing_env_feature_source_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_non_degeneracy_diagnostic.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_paired_policy_comparison.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_reward_scale_diagnostic.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/pricing_env_rollout_results.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/pricing_env_scenario_sensitivity.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/sustainability_calibration_transmission.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_fixed_policy_episode_level.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
