scenario_id,calibration_mode,policy_id,policy_kind,normalized_accounting_profit,raw_accounting_profit,revenue,procurement_cost,disposal_cost,physical_waste_units,waste_rate,sell_through_rate,stockout_rate,average_markdown,terminal_inventory,episode_length,action_entropy,episode_conservation_error,raw_financial_sum_error,normalized_profit_always_zero,waste_rate_always_zero,physical_waste_units_always_zero,sell_through_rate_always_zero,average_markdown_always_zero,normalized_profit_difference,normalized_profit_sacrifice,physical_waste_reduction,waste_rate_reduction,sell_through_change,average_markdown_change
core_003,observed_calibration,always_0pct,fixed_or_rule_policy,0.15768298493398658,0.39005791009986157,1.7850175584910963,1.3605263157894738,0.03443333260176099,0.6886666520352198,0.27839715720572716,0.7216028427942729,0.0625,0.0,0.0,2.875,0.0,1.8041124150158794e-16,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_003,observed_calibration,always_10pct,fixed_or_rule_policy,0.08385737039277208,0.20743665307685727,1.6026131173193496,1.3605263157894738,0.03465014845301861,0.6930029690603721,0.28015013642866105,0.719849863571339,0.0625,0.10000000000000002,0.0,2.875,0.0,1.6653345369377348e-16,2.7755575615628914e-17,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.0738256145412145,0.0738256145412145,-0.004336317025152248,-0.0017529792229338814,-0.001752979222933937,0.10000000000000002
core_003,observed_calibration,always_20pct,fixed_or_rule_policy,0.03334723242686638,0.08249052231909051,1.4745421634210636,1.3605263157894738,0.03152532531249933,0.6305065062499866,0.2548856089095691,0.745114391090431,0.0625,0.20000000000000004,0.0,2.875,0.0,1.3877787807814457e-16,6.938893903907228e-18,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.1243357525071202,0.1243357525071202,0.05816014578523321,0.02351154829615809,0.02351154829615809,0.20000000000000004
core_003,observed_calibration,always_40pct,fixed_or_rule_policy,0.05,0.12368421052631581,1.4842105263157896,1.3605263157894738,0.0,0.0,0.0,1.0,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,0.0,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.10768298493398658,0.10768298493398658,0.6886666520352198,0.27839715720572716,0.2783971572057271,0.4000000000000001
core_003,observed_calibration,always_5pct,fixed_or_rule_policy,0.1205881689573184,0.29829704952599817,1.6933821970496983,1.3605263157894738,0.034558831734226414,0.6911766346845283,0.27941183104268164,0.7205881689573185,0.0625,0.05000000000000001,0.0,2.875,0.0,2.220446049250313e-16,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.03709481597666818,0.03709481597666818,-0.002509982649308462,-0.0010146738369544717,-0.0010146738369544162,0.05000000000000001
core_003,observed_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.05,0.12368421052631581,1.4842105263157896,1.3605263157894738,0.0,0.0,0.0,1.0,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,0.0,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.10768298493398658,0.10768298493398658,0.6886666520352198,0.27839715720572716,0.2783971572057271,0.4000000000000001
core_003,observed_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.08027063489856813,0.19856420211751064,1.5734520478357947,1.3605263157894738,0.014361529928810311,0.2872305985762062,0.11611449729676421,0.8838855027032358,0.10416666666666666,0.27708333333333335,0.0,2.875,0.16620766860684477,1.6653345369377348e-16,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.07741235003541845,0.07741235003541845,0.4014360534590136,0.16228265990896296,0.16228265990896296,0.27708333333333335
core_003,observed_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.06588990414442321,0.16299081551515215,1.557273568803958,1.3605263157894738,0.03375643749933206,0.6751287499866412,0.27292438829247195,0.7270756117075281,0.0625,0.13333333333333333,0.0,2.875,0.5569498972579612,1.942890293094024e-16,2.7755575615628914e-17,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.09179308078956337,0.09179308078956337,0.013537902048578632,0.00547276891325521,0.00547276891325521,0.13333333333333333
core_003,observed_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.10308327029138263,0.2549954580892097,1.6434002078643395,1.3605263157894738,0.027878433985655995,0.5575686797131199,0.22540010456487822,0.7745998954351219,0.10416666666666666,0.13333333333333333,0.0,2.875,0.8457612224912716,1.8735013540549517e-16,2.0816681711721685e-17,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.05459971464260395,0.05459971464260395,0.13109797232209996,0.052997052640848946,0.052997052640848974,0.13333333333333333
core_003,recovered_calibration,always_0pct,fixed_or_rule_policy,0.030704800910145547,0.09579004360049996,1.8739194674513762,1.7158399474548245,0.062289476396051584,1.2457895279210316,0.39932876103795656,0.6006712389620434,0.041666666666666664,0.0,0.0,3.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_003,recovered_calibration,always_10pct,fixed_or_rule_policy,-0.015161943343718695,-0.04730085103672601,1.728496938492681,1.7158399474548245,0.05995784207458256,1.1991568414916511,0.384380992993388,0.615619007006612,0.041666666666666664,0.10000000000000002,0.0,3.0,0.0,1.1102230246251565e-16,6.938893903907228e-18,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.04586674425386424,0.04586674425386424,0.046632686429380454,0.014947768044568543,0.014947768044568543,0.10000000000000002
core_003,recovered_calibration,always_20pct,fixed_or_rule_policy,-0.04723419771045318,-0.14735695148649958,1.6230291253994777,1.7158399474548245,0.05454612943115303,1.0909225886230605,0.3496872914240625,0.6503127085759375,0.041666666666666664,0.20000000000000004,0.0,3.0,0.0,2.7755575615628914e-17,2.0816681711721685e-17,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.07793899862059872,0.07793899862059872,0.15486693929797113,0.04964146961389404,0.04964146961389404,0.20000000000000004
core_003,recovered_calibration,always_40pct,fixed_or_rule_policy,-0.03389523251636003,-0.10574326178152771,1.6302296634848465,1.7158399474548245,0.02013297781154983,0.4026595562309966,0.12906958848670758,0.8709304115132924,0.0625,0.4000000000000001,0.0,2.875,0.0,1.1102230246251565e-16,6.938893903907228e-18,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.06460003342650558,0.06460003342650558,0.843129971690035,0.270259172551249,0.270259172551249,0.4000000000000001
core_003,recovered_calibration,always_5pct,fixed_or_rule_policy,0.03119623370693614,0.09732317091726858,1.8706911397336778,1.7158399474548245,0.05752802136158471,1.1505604272316943,0.3688037662930638,0.6311962337069362,0.041666666666666664,0.05000000000000001,0.0,3.0,0.0,8.326672684688674e-17,2.0816681711721685e-17,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,0.0004914327967905918,0.0,0.09522910068933732,0.030524994744892786,0.030524994744892786,0.05000000000000001
core_003,recovered_calibration,expiry_threshold_rule,fixed_or_rule_policy,-0.03389523251636003,-0.10574326178152771,1.6302296634848465,1.7158399474548245,0.02013297781154983,0.4026595562309966,0.12906958848670758,0.8709304115132924,0.0625,0.4000000000000001,0.0,2.875,0.0,1.1102230246251565e-16,6.938893903907228e-18,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.06460003342650558,0.06460003342650558,0.843129971690035,0.270259172551249,0.270259172551249,0.4000000000000001
core_003,recovered_calibration,inventory_coverage_rule,fixed_or_rule_policy,-0.036207371762784914,-0.11295646338715301,1.643879154329286,1.7158399474548245,0.04099567026161453,0.8199134052322905,0.26281727124180543,0.7371827287581946,0.041666666666666664,0.2791666666666667,0.0,3.0,0.1373265360835137,2.7755575615628914e-17,2.7755575615628914e-17,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.06691217267293045,0.06691217267293045,0.4258761226887411,0.13651148979615113,0.13651148979615113,0.2791666666666667
core_003,recovered_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,-0.034833813767297904,-0.1086713621529665,1.661714714733011,1.7158399474548245,0.05454612943115303,1.0909225886230605,0.3496872914240625,0.6503127085759375,0.041666666666666664,0.1916666666666667,0.0,3.0,0.0795642710368516,2.7755575615628914e-17,2.0816681711721685e-17,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.06553861467744346,0.06553861467744346,0.15486693929797113,0.04964146961389404,0.04964146961389404,0.1916666666666667
core_003,recovered_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,-0.011989685332383038,-0.037404329183119985,1.7258639459682832,1.7158399474548245,0.047428327696578704,0.948566553931574,0.3040561011743793,0.6959438988256207,0.041666666666666664,0.21666666666666665,0.0,3.0,0.6365141682948128,8.326672684688674e-17,6.938893903907228e-18,0.030704800910145547,0.39932876103795656,1.2457895279210316,0.6006712389620434,0.0,-0.042694486242528584,0.042694486242528584,0.29722297398945763,0.09527265986357725,0.09527265986357725,0.21666666666666665
core_005,observed_calibration,always_0pct,fixed_or_rule_policy,0.45000000000000007,0.5565789473684212,1.236842105263158,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.0,1.3877787807814457e-17,2.5,0.0,4.163336342344337e-17,1.3877787807814457e-17,0.45000000000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_005,observed_calibration,always_10pct,fixed_or_rule_policy,0.3500000000000001,0.4328947368421054,1.1131578947368423,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.10000000000000002,1.3877787807814457e-17,2.5,0.0,4.163336342344337e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.10000000000000002
core_005,observed_calibration,always_20pct,fixed_or_rule_policy,0.2500000000000001,0.3092105263157896,0.9894736842105265,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.20000000000000004,1.3877787807814457e-17,2.5,0.0,1.3877787807814457e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.20000000000000004
core_005,observed_calibration,always_40pct,fixed_or_rule_policy,0.05000000000000003,0.061842105263157934,0.7421052631578948,0.6802631578947369,0.0,0.0,0.0,1.0,0.5625,0.4,1.3877787807814457e-17,1.875,0.0,1.3877787807814457e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.4,0.4,0.0,0.0,0.0,0.4
core_005,observed_calibration,always_5pct,fixed_or_rule_policy,0.4,0.4947368421052632,1.175,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.05000000000000001,1.3877787807814457e-17,2.5,0.0,4.163336342344337e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.050000000000000044,0.050000000000000044,0.0,0.0,0.0,0.05000000000000001
core_005,observed_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.05000000000000003,0.061842105263157934,0.7421052631578948,0.6802631578947369,0.0,0.0,0.0,1.0,0.5625,0.4,1.3877787807814457e-17,1.875,0.0,1.3877787807814457e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.4,0.4,0.0,0.0,0.0,0.4
core_005,observed_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.21473757759276055,0.2655964775489407,0.9458596354436776,0.6802631578947369,0.0,0.0,0.0,1.0,0.5,0.19375,1.3877787807814457e-17,2.25,0.7585531985305137,1.3877787807814457e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.23526242240723952,0.23526242240723952,0.0,0.0,0.0,0.19375
core_005,observed_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.33937167897018694,0.41974918188417865,1.1000123397789157,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.12083333333333333,1.3877787807814457e-17,2.5,0.397821355184258,4.163336342344337e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.11062832102981313,0.11062832102981313,0.0,0.0,0.0,0.12083333333333333
core_005,observed_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.3947033271306638,0.4881856940826632,1.1684488519774001,0.6802631578947369,0.0,0.0,0.0,1.0,0.4583333333333333,0.06041666666666667,1.3877787807814457e-17,2.5,0.397821355184258,4.163336342344337e-17,0.0,0.45000000000000007,0.0,0.0,1.0,0.0,-0.05529667286933626,0.05529667286933626,0.0,0.0,0.0,0.06041666666666667
core_005,recovered_calibration,always_0pct,fixed_or_rule_policy,0.393781299678444,0.6142415314081398,1.4763373619236781,0.8579199737274122,0.004175856788126282,0.08351713576252562,0.05354161935386282,0.9464583806461372,0.29166666666666663,0.0,0.0,2.75,0.0,3.469446951953614e-17,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_005,recovered_calibration,always_10pct,fixed_or_rule_policy,0.30899345913850035,0.48198483699280803,1.3432713495200814,0.8579199737274122,0.003366538799861222,0.06733077599722444,0.04316477985421008,0.9568352201457899,0.29166666666666663,0.10000000000000002,0.0,2.75,0.0,2.7755575615628914e-17,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.08478784053994365,0.08478784053994365,0.01618635976530118,0.010376839499652742,0.010376839499652735,0.10000000000000002
core_005,recovered_calibration,always_20pct,fixed_or_rule_policy,0.2475615810029514,0.3861600455817612,1.2443037592409258,0.8579199737274122,0.000223739931752337,0.0044747986350467395,0.002868728231821873,0.9971312717681782,0.41666666666666663,0.20000000000000004,0.0,2.75,0.0,0.0,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.1462197186754926,0.1462197186754926,0.07904233712747888,0.050672891122040944,0.050672891122040986,0.20000000000000004
core_005,recovered_calibration,always_40pct,fixed_or_rule_policy,0.04999999999999991,0.07799272488431006,0.9359126986117223,0.8579199737274122,0.0,0.0,0.0,1.0,0.5625,0.4,0.0,1.875,0.0,0.0,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.34378129967844406,0.34378129967844406,0.08351713576252562,0.05354161935386282,0.05354161935386281,0.4
core_005,recovered_calibration,always_5pct,fixed_or_rule_policy,0.36961738589708654,0.5765493418145877,1.4368389384049947,0.8579199737274122,0.002369622862994684,0.04739245725989368,0.030382614102913354,0.9696173858970867,0.35416666666666663,0.05000000000000001,0.0,2.625,0.0,3.469446951953614e-17,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.02416391378135746,0.02416391378135746,0.036124678502631936,0.023159005250949466,0.023159005250949494,0.05000000000000001
core_005,recovered_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.04999999999999991,0.07799272488431006,0.9359126986117223,0.8579199737274122,0.0,0.0,0.0,1.0,0.5625,0.4,0.0,1.875,0.0,0.0,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.34378129967844406,0.34378129967844406,0.08351713576252562,0.05354161935386282,0.05354161935386281,0.4
core_005,recovered_calibration,inventory_coverage_rule,fixed_or_rule_policy,0.19865820350921898,0.3098778922461164,1.1677978659735286,0.8579199737274122,0.0,0.0,0.0,1.0,0.4375,0.20208333333333334,0.0,2.625,0.6217912888377648,0.0,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.19512309616922502,0.19512309616922502,0.08351713576252562,0.05354161935386282,0.05354161935386281,0.20208333333333334
core_005,recovered_calibration,selected_observed_financial_ppo,ppo_cross_scenario_financial_policy,0.283833607402016,0.4427391291005349,1.3020698712402097,0.8579199737274122,0.0014107684122625934,0.028215368245251865,0.0180884616399189,0.9819115383600812,0.375,0.15,0.0,2.75,0.5569498972579612,4.163336342344337e-17,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.10994769227642798,0.10994769227642798,0.05530176751727375,0.03545315771394392,0.03545315771394397,0.15
core_005,recovered_calibration,selected_recovered_financial_ppo,ppo_cross_scenario_financial_policy,0.30489401166821106,0.47559029541824893,1.3355472153321475,0.8579199737274122,0.002036946186486191,0.04073892372972382,0.02611713066196465,0.9738828693380354,0.4375,0.13020833333333334,0.0,2.625,0.8528403490244132,2.7755575615628914e-17,0.0,0.393781299678444,0.05354161935386282,0.08351713576252562,0.9464583806461372,0.0,-0.08888728801023293,0.08888728801023293,0.0427782120328018,0.02742448869189817,0.027424488691898175,0.13020833333333334
core_006,observed_calibration,always_0pct,fixed_or_rule_policy,0.15768298493398658,0.39005791009986157,1.7850175584910963,1.3605263157894738,0.03443333260176099,0.6886666520352198,0.27839715720572716,0.7216028427942729,0.0625,0.0,0.0,2.875,0.0,1.8041124150158794e-16,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_006,observed_calibration,always_10pct,fixed_or_rule_policy,0.08385737039277208,0.20743665307685727,1.6026131173193496,1.3605263157894738,0.03465014845301861,0.6930029690603721,0.28015013642866105,0.719849863571339,0.0625,0.10000000000000002,0.0,2.875,0.0,1.6653345369377348e-16,2.7755575615628914e-17,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.0738256145412145,0.0738256145412145,-0.004336317025152248,-0.0017529792229338814,-0.001752979222933937,0.10000000000000002
core_006,observed_calibration,always_20pct,fixed_or_rule_policy,0.03334723242686638,0.08249052231909051,1.4745421634210636,1.3605263157894738,0.03152532531249933,0.6305065062499866,0.2548856089095691,0.745114391090431,0.0625,0.20000000000000004,0.0,2.875,0.0,1.3877787807814457e-16,6.938893903907228e-18,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.1243357525071202,0.1243357525071202,0.05816014578523321,0.02351154829615809,0.02351154829615809,0.20000000000000004
core_006,observed_calibration,always_40pct,fixed_or_rule_policy,0.05,0.12368421052631581,1.4842105263157896,1.3605263157894738,0.0,0.0,0.0,1.0,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,0.0,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.10768298493398658,0.10768298493398658,0.6886666520352198,0.27839715720572716,0.2783971572057271,0.4000000000000001
core_006,observed_calibration,always_5pct,fixed_or_rule_policy,0.1205881689573184,0.29829704952599817,1.6933821970496983,1.3605263157894738,0.034558831734226414,0.6911766346845283,0.27941183104268164,0.7205881689573185,0.0625,0.05000000000000001,0.0,2.875,0.0,2.220446049250313e-16,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.03709481597666818,0.03709481597666818,-0.002509982649308462,-0.0010146738369544717,-0.0010146738369544162,0.05000000000000001
core_006,observed_calibration,expiry_threshold_rule,fixed_or_rule_policy,0.05,0.12368421052631581,1.4842105263157896,1.3605263157894738,0.0,0.0,0.0,1.0,0.35416666666666663,0.4000000000000001,0.0,2.875,0.0,0.0,0.0,0.15768298493398658,0.27839715720572716,0.6886666520352198,0.7216028427942729,0.0,-0.10768298493398658,0.10768298493398658,0.6886666520352198,0.27839715720572716,0.2783971572057271,0.4000000000000001
